Franceschi Andrea - Marco Del Pistoia - Francesco Longobardi
FraDeLo
ML-CUP23 v1
date (14 Jan 2024)
id,output_x,output_y,output_z
1,8.966940829588566,8.70121879785438,19.681046657497063
2,9.706115487919305,-36.125048524845624,33.860686253989115
3,9.526038067910122,5.252846293966286,20.007382730487734
4,-14.116831770545105,9.444962153571396,24.674616176402196
5,-49.40062178662629,8.609805059873906,30.729841251624748
6,9.3867838497099,8.742700881972269,13.069791398011148
7,9.521549493118073,8.145939199457644,13.222204308025539
8,8.403068006504327,9.40221312828362,7.066866160836071
9,4.527390261544497,9.638318685894774,6.68075736775063
10,-38.263204293878516,8.67871444937191,24.426763616036624
11,5.730474431707989,9.432006981163795,12.798102763248608
12,8.741469392662111,-46.295349716354394,15.050228384090587
13,-11.394066128268605,-62.59572933729214,15.890708005055785
14,-23.205598211061442,-51.602167340170126,10.254948953399435
15,-69.05122684506932,-5.000977537885774,4.621094667119905
16,9.769918921969293,-16.80414354133245,7.944204090861604
17,-6.776201671134913,-69.06663564583869,9.467306194710545
18,9.645704932583612,-28.993266741890693,33.256881187087856
19,9.550441759842215,6.547860909020528,13.570120924618095
20,8.032357368756493,-54.2048307655059,15.052746493020095
21,7.5173621140711475,-58.86923357462365,2.4312393275322393
22,9.314477331950911,-25.918492089083884,20.841617576777935
23,-48.7579788818839,8.540223971793239,23.988785074092448
24,-70.26618060318287,-1.5375038628590119,16.904692413983867
25,6.709755327552557,-63.09170467156946,2.531186502543278
26,9.051924243372923,-5.223896361851075,8.000803997274488
27,8.16790418792516,-53.940348615840776,2.6333842646563426
28,4.955175973813311,-66.02505537217075,28.01833515893668
29,9.045165487837949,-4.387080001746654,7.972966993693262
30,8.916201373926015,8.25168819593091,25.802592869848013
31,9.46047483519942,-5.697538007516414,20.677710507065058
32,4.348387708625523,9.62496339296922,6.6692589949816465
33,5.035145518559148,9.598356162401615,0.06874295859597623
34,-5.398379261387163,-69.05275703463849,15.488953235093504
35,-63.596915285335854,-11.659332322415139,29.54985707672313
36,-10.163267924974207,-65.16055622432032,28.66931846132502
37,6.350475617131451,-61.091000064712716,34.433918551309034
38,-54.91240602513426,-20.04891902161762,16.859474184457213
39,1.879096301694517,-70.24590779290884,34.526588374050334
40,7.07153788494179,-60.7467329236606,8.904236125177704
41,-68.42383846442681,4.3738552753056865,11.159121091244742
42,0.6689042389625683,9.531366211765999,18.713299228111282
43,3.1335242535860743,-69.16829014797986,9.359614272252657
44,7.212561116786674,9.571582902572118,19.458197057945654
45,7.210176512526232,-60.84591815980093,15.292862811707892
46,7.299320929989335,9.635543804470217,31.92578723630868
47,-0.9519144166843034,-70.81883115523306,9.502754454151727
48,2.4151372652268037,9.521033254030044,12.708800200140104
49,5.629592166515067,9.631953598873224,0.09347035689279437
50,7.76207901448106,-52.815132170697325,27.409675169503316
51,-70.73164651796105,2.087638011584204,23.620679521234706
52,-40.34131535314373,-34.76828940921405,16.439546074951068
53,-54.88215462450171,-20.529334614169784,3.939818575861864
54,-64.82127738249255,5.21880314118971,17.71157574793324
55,-0.8252897651109379,9.490419370116797,18.773647968191653
56,4.428365873769508,9.630493013559317,6.673908587777987
57,8.79430305922142,-35.287087214579515,8.316908796783537
58,9.333892337068391,0.5787387931486592,1.555104502942413
59,4.4534059439611156,-67.44302489801339,9.24491818563547
60,-46.51074638761929,7.879236760869389,11.33960132021457
61,6.162176984944381,-61.87355277239112,34.59196022734977
62,6.156586995901307,-64.35123289671901,2.62467088829726
63,9.518552380592155,-35.35676585161127,21.12158115883358
64,9.19672052385431,6.819546785976854,1.2760511003434658
65,-39.27299720587325,-35.03862287857919,4.110854774946347
66,-30.430004407593515,-44.411810755336774,9.99657669221051
67,5.313584062794689,-65.11454589807545,15.442419894970953
68,-40.69904146899353,-49.71454057899973,20.202519219601527
69,9.407556785474299,2.633425180640188,1.4287802511826158
70,-37.98975159157999,8.692394322921245,24.46628539217636
71,-59.15318087002379,7.750006518181181,17.76638152007945
72,9.818350441884832,-13.694652721198509,20.553737473208457
73,8.513830574862936,-49.345995866802696,9.079906560480595
74,-3.1886178002750967,9.603065945360868,25.218368207337335
75,7.643630003163707,9.562420856975223,6.9840822531841695
76,-70.18928325056913,5.633947385003921,17.825178313069046
77,9.453491880005458,-6.370231760723982,27.042472473811358
78,-23.35390339346486,-51.41629584731709,10.267195880413055
79,9.000497179222293,-7.904394691286143,14.56444820924662
80,10.780224730951886,-23.49800946339292,2.7250188272446394
81,-61.73505062767072,7.017002679731377,17.44526453479193
82,-61.39862392836949,-13.428031904652016,4.339901412604377
83,9.569375227452838,4.733912342302574,7.720530136721209
84,9.313074060017243,8.77159601407402,7.234621865442023
85,9.172688616090454,8.002520522313716,19.749005381483585
86,-68.96523082233034,4.202615899099328,30.153437603265047
87,-31.8390613096999,-41.838899799695355,16.17734826146625
88,6.662121763481991,9.696699216074194,0.19152090442366898
89,9.437623959311168,-3.6100296315707965,26.936373093398288
90,-17.118907849479,-58.32848807252594,3.6655063963262364
91,-18.859311544918455,9.573466930831273,24.76460668328218
92,8.494715711007302,-46.98783802770777,21.336800614371896
93,-64.0224760324927,-11.516957129962975,4.026850094785914
94,-54.678232719306834,8.425898978850455,5.330266749020666
95,-38.155398012982914,8.8971546324683,17.93471197830513
96,-0.9966852706565987,9.70010819849631,25.351092224940658
97,4.94119407634571,-66.92165270277474,21.660907947458327
98,9.666402752343856,-6.699763366725165,1.5790221251081675
99,-64.505336785689,5.444038343455759,17.676183071453124
100,2.178995671292796,-69.99419822037453,28.019547713920474
101,8.00099702287116,9.541496465317323,31.955975118326023
102,8.7655294418837,-16.679617334869363,1.7990715575870126
103,9.642223070724867,3.370195229021192,14.005261397222057
104,-7.231248577227234,-67.35717878436844,28.48630807036534
105,1.603829871150083,-70.37445583300723,15.491267885547131
106,18.01494652227848,-34.084942700374086,3.7963749391492456
107,9.191232816767297,6.786444652883802,1.2779111636336893
108,-50.832713815849274,-23.513688304413336,22.949987304629758
109,-69.82939802692272,-2.869212741876254,4.8288536907639354
110,-8.348959318420384,9.70828480682394,6.20804329472594
111,-65.18549018510384,5.468253284845559,30.276466514682397
112,9.751880026336949,-13.199802887625992,8.159229575889185
113,9.553620818260242,6.554289213549055,13.568834688514471
114,-71.15816330316011,1.7908124526002211,4.625614327378571
115,4.783200916543137,9.587848719944304,0.0594745387788862
116,-62.10306721989764,-12.913943873281823,4.274866456864402
117,0.7416740600892808,9.17474728927482,6.613415831699967
118,9.545258632642799,0.19094538556964835,8.002387179294601
119,-24.590990015218267,-49.41404668975156,22.70957040169742
120,9.363690611651691,0.9036040772225533,1.553735115332529
121,-54.38341614016099,7.404911177985923,23.54980813176371
122,8.704784128849496,-41.81100298106321,14.884564755484462
123,-7.476708743197378,9.60588382792048,18.71766340592876
124,-66.16662776624435,5.616785035126668,23.62200931366533
125,1.9632477932609618,-70.01825183353503,15.502736939699389
126,5.3202153213551355,-65.2958753156272,27.981779965222813
127,-9.905077521514613,9.709314925614308,18.70133973355405
128,9.474262688818271,2.8456691434312233,7.758241107221693
129,7.381530862126965,-60.2291269227062,2.425534282112494
130,9.424253213313932,3.3945691160624847,1.3918898226693273
131,9.665879177598981,-15.668620080061373,20.49998587043956
132,-69.03927857958479,-7.563448718698055,15.99729995499365
133,8.214728076010942,9.38765227310796,19.54825086100027
134,2.8874637261324096,9.340767848465475,31.843462988734245
